Year_Month,Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2025-04,2025-04-19,April,2025,Performance Max Audience,CAN,Dynamic,BC-AB,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC-AB,8,4635,6063,177,226.867092,8
2025-04,2025-04-20,April,2025,Performance Max Audience,CAN,Dynamic,BC-AB,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC-AB,8,6458.31,5537,151,167.404203,8
2025-04,2025-04-28,April,2025,Performance Max Audience,CAN,Dynamic,BC-AB,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC-AB,8,5457.57,7255,174,222.879044,8
2025-04,2025-04-04,April,2025,Performance Max Audience,CAN,Dynamic,BC-AB,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC-AB,10,10312.16,9344,125,334.107087,10
2022-09,2022-09-08,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,15,3,5.841333,
2022-09,2022-09-21,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,2,5.702667,
2022-09,2022-09-11,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,14,0,0,
2022-09,2022-09-23,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,0,0,
2022-09,2022-09-05,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,18,0,0,
2022-09,2022-09-30,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,2,0,0,
2022-09,2022-09-09,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,14,1,5.876,
2022-09,2022-09-16,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,1,0.364,
2022-09,2022-09-14,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,10,1,0.086667,
2022-09,2022-09-25,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,13,1,5.98,
2022-09,2022-09-26,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,12,3,10.729333,
2022-09,2022-09-24,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,3,0,0,
2022-09,2022-09-10,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,13,2,2.34,
2022-09,2022-09-17,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,7,2,0.173333,
2022-09,2022-09-28,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,21,4,2.045333,
2022-09,2022-09-19,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,1,3.848,
2022-09,2022-09-12,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,5,2,1.282667,
2022-09,2022-09-27,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,17,5,12.098667,
2022-09,2022-09-15,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,2,0,0,
2022-09,2022-09-29,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,2,1.421333,
2022-09,2022-09-07,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,38,1,2.028,
2022-09,2022-09-22,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,8,2,2.634667,
2022-09,2022-09-13,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,16,3,10.972,
2022-09,2022-09-04,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,19,1,8.146667,
2022-09,2022-09-03,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,22,4,20.470667,
2022-09,2022-09-01,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,2,5.217333,
2022-09,2022-09-02,September,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,3,8.666667,
2022-09,2022-09-28,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,0,0,
2022-09,2022-09-07,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,5,2,0.52,
2022-09,2022-09-18,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,4,0.589333,
2022-09,2022-09-30,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,10,0,0,
2022-09,2022-09-12,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,2,0.814667,
2022-09,2022-09-04,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,8,4,1.126667,
2022-09,2022-09-06,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,17,3,7.158667,
2022-09,2022-09-20,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,3,6.084,
2022-09,2022-09-17,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09,2022-09-10,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09,2022-09-29,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,3,1.057333,
2022-09,2022-09-09,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,0,0,
2022-09,2022-09-14,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,6,0,0,
2022-09,2022-09-08,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,7,8.372,
2022-09,2022-09-02,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,5,0,0,
2022-09,2022-09-15,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,33,3,7.470667,
2022-09,2022-09-11,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,4,2.426667,
2022-09,2022-09-23,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09,2022-09-21,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,4,0,0,
2022-09,2022-09-22,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,13,3,2.132,
2022-09,2022-09-19,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,0,0,
2022-09,2022-09-01,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,30,3,4.333333,
2022-09,2022-09-25,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,17,2,3.570667,
2022-09,2022-09-26,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,0,0,
2022-09,2022-09-05,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,1,0.104,
2022-09,2022-09-16,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,19,2,0.970667,
2022-09,2022-09-03,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,0,0,0,
2022-09,2022-09-13,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,26,1,3.362667,
2022-09,2022-09-24,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-09,2022-09-27,September,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,10,10.036,
2022-09,2022-09-20,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,130,25,30.645333,
2022-09,2022-09-05,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,10,2,1.889333,
2022-09,2022-09-14,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,33,8,32.309333,
2022-09,2022-09-25,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,136,22,65.502667,
2022-09,2022-09-03,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,6,0,0,
2022-09,2022-09-07,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,45,6,11.232,
2022-09,2022-09-27,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,149,23,62.434667,
2022-09,2022-09-16,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,64,18,25.341333,
2022-09,2022-09-04,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,91,7,21.493333,
2022-09,2022-09-21,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,92,11,21.701333,
2022-09,2022-09-24,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,4,0,0,
2022-09,2022-09-02,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,36,9,25.584,
2022-09,2022-09-23,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,87,15,10.625333,
2022-09,2022-09-26,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,17,1,2.548,
2022-09,2022-09-17,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,5,0,0,
2022-09,2022-09-10,September,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,3,0,0,
2022-09,2022-09-16,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,194,6,1.54016,
2022-09,2022-09-12,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,149,10,9.907732,
2022-09,2022-09-15,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,240,12,7.34946,
2022-09,2022-09-01,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,1230,35,60.24889,
2022-09,2022-09-13,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,210,16,8.665174,
2022-09,2022-09-07,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,447,31,44.130457,
2022-09,2022-09-09,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,708,19,14.915423,
2022-09,2022-09-23,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,209,12,11.23113,
2022-09,2022-09-05,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,233,29,24.06873,
2022-09,2022-09-10,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,528,24,19.725143,
2022-09,2022-09-04,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,265,36,15.482343,
2022-09,2022-09-08,September,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,462,23,19.6258,
2022-09,2022-09-29,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,92,26,24.630667,
2022-09,2022-09-24,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,203,54,45.569333,
2022-09,2022-09-28,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,188,60,49.781333,
2022-09,2022-09-26,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,214,62,52.589333,
2022-09,2022-09-13,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,100,32,17.853333,
2022-09,2022-09-14,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,131,46,36.729333,
2022-09,2022-09-10,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,115,55,23.018667,
2022-09,2022-09-19,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,203,58,44.286667,
2022-09,2022-09-07,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,184,67,49.088,
2022-09,2022-09-01,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,95,35,27.074667,
2022-09,2022-09-25,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,219,80,77.445333,
2022-09,2022-09-20,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,131,52,34.614667,
2022-09,2022-09-08,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,87,33,22.654667,
2022-09,2022-09-15,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,74,37,23.278667,
2022-09,2022-09-03,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,23,4,1.317333,
2022-09,2022-09-14,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,88,19,34.58,
2022-09,2022-09-23,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,29,5,2.461333,
2022-09,2022-09-10,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,32,5,8.874667,
2022-09,2022-09-24,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,81,9,4.16,
2022-09,2022-09-08,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,35,9,17.004,
2022-09,2022-09-01,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,49,3,2.218667,
2022-09,2022-09-26,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,144,16,12.358667,
2022-09,2022-09-07,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,88,11,10.296,
2022-09,2022-09-09,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,54,12,8.805333,
2022-09,2022-09-06,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,61,7,4.385333,
2022-09,2022-09-02,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,55,10,8.562667,
2022-09,2022-09-22,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,9,1,3.068,
2022-09,2022-09-11,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,67,12,2.981333,
2022-09,2022-09-16,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,72,8,2.218667,
2022-09,2022-09-17,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,25,5,4.368,
2022-09,2022-09-04,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,60,17,11.44,
2022-09,2022-09-28,September,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,61,10,23.92,
2022-09,2022-09-21,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,243,38,104.069333,
2022-09,2022-09-14,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,185,27,72.834667,
2022-09,2022-09-08,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,78,17,47.441333,
2022-09,2022-09-10,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,87,13,23.452,
2022-09,2022-09-06,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,129,29,78.693333,
2022-09,2022-09-07,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,179,34,100.828,
2022-09,2022-09-18,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,141,24,66.230667,
2022-09,2022-09-25,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,122,17,47.06,
2022-09,2022-09-01,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,120,22,51.185333,
2022-09,2022-09-20,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,178,26,60.718667,
2022-09,2022-09-30,September,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,157,23,62.989333,
2022-09,2022-09-21,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,13518,27,43.898411,
2022-09,2022-09-15,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,1612,40,49.917478,
2022-09,2022-09-25,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,17576,40,44.999573,
2022-09,2022-09-18,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,14214,12,28.325966,
2022-09,2022-09-26,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,17848,45,45.045318,
2022-09,2022-09-24,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,18219,45,46.239426,
2022-09,2022-09-29,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,19651,41,44.560146,
2022-09,2022-09-22,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,16297,45,43.705091,
2022-09,2022-09-28,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,19125,42,44.754417,
2022-09,2022-09-12,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,7296,33,48.437147,
2022-09,2022-09-23,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,14638,34,33.761065,
2022-09,2022-09-10,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,1781,45,54.12149,
2022-09,2022-09-27,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,19446,44,44.872271,
2022-09,2022-09-19,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,24380,37,43.724036,
2022-09,2022-09-11,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,6523,64,41.579783,
2022-09,2022-09-17,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,19812,41,41.506732,
2022-09,2022-09-20,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,22673,25,43.671922,
2022-09,2022-09-16,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,9016,92,54.321659,
2022-09,2022-09-13,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,6809,45,40.104485,
2022-09,2022-09-30,September,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,19902,58,44.158525,
2022-09,2022-09-22,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,1994,5,44.176856,
2022-09,2022-09-15,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-09,2022-09-17,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,994,17,49.55674,
2022-09,2022-09-13,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,449,20,18.726167,
2022-09,2022-09-26,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,2067,10,61.062575,
2022-09,2022-09-23,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,2106,12,57.417723,
2022-09,2022-09-27,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,2486,8,58.115552,
2022-09,2022-09-24,September,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,1726,10,61.231348,
